餐厅名称,餐厅ID,市场,城市,订单TC,人工干预TC,去除大单TC,人工干预TC占比,准点率,30分钟内送达TC,30分钟送达TC占比,投诉TC,投诉TC占比,平均离店时间,等待骑手时间,等待餐点时间,订单平均完成时间,趟次,并单率,延时时间,宅急送营业时间,延时占营业时间,停单时间,停单占营业时间,骑手实际工作时间,CPH,到店违规占比,妥投违规占比,离店违规占比,到店违规TC,妥投违规TC,离店违规TC,准时TC,计费TC,
GZ1529天一城,	1293,广州市场,东莞市,235,14,234,5.96%,97.01%,120,51.28%,1,0.43%,18.7,9.9,8.8,29.5,180,1.31,154.5,4830,3.2%,0.0,0%,168.7,1.39,0.0556,0.0470,0.0598,13,11,14,227,236,
GZ1816迎宾大道店PH,	1435,广州市场,东莞市,185,7,184,3.78%,98.91%,115,62.5%,0,0%,19.5,7.4,12.1,27.3,144,1.28,67.2,4410,1.52%,0.0,0%,135.1,1.37,0.0000,0.0217,0.0000,0,4,0,182,185,
PBJ290天北路店PH,	1968,北京市场,北京市,527,27,517,5.12%,92.9%,314,61.93%,4,0.76%,18.5,6.4,12.1,28.5,339,1.55,214.8,5040,4.26%,21.9,0.43%,302.3,1.74,0.0039,0.0394,0.0158,2,20,8,471,530,
PSH589台州路桥东森店PH,	1739,杭州市场,台州市,344,53,342,15.41%,97.36%,182,53.37%,1,0.29%,19.8,11.1,8.7,29.9,242,1.42,129.2,4830,2.67%,1.0,0.02%,331.3,1.04,0.0000,0.0616,0.0176,0,21,6,332,344,
PS1771嘉兴协和广场店PHHS,	2189,杭州市场,嘉兴市,583,123,580,21.1%,95.69%,352,60.69%,2,0.34%,16.5,6.8,9.7,28.8,377,1.55,131.6,5040,2.61%,0.0,0%,366.0,1.59,0.0034,0.0172,0.0241,2,10,14,555,585,
PS1722宁波百丈东路店PHHS,	2481,杭州市场,宁波市,872,37,863,4.24%,95.71%,582,67.44%,6,0.69%,16.3,5.5,10.8,27.0,497,1.75,38.7,5040,0.77%,0.0,0%,478.0,1.82,0.0012,0.0267,0.0220,1,23,19,826,874,
GZH823环城路PH,	566,广州市场,东莞市,267,29,267,10.86%,90.6%,141,53.01%,4,1.5%,21.2,11.1,10.1,31.5,200,1.34,250.3,4830,5.18%,16.1,0.33%,172.2,1.55,0.0038,0.0526,0.0301,1,14,8,241,266,
PBJ001东直门,	950,北京市场,北京市,298,12,290,4.03%,92.07%,137,47.24%,3,1.01%,19.2,7.4,11.8,31.1,237,1.26,0.0,4620,0%,0.0,0%,342.1,0.87,0.0000,0.0034,0.0207,0,1,6,267,298,
PSH877杭州大悦城,	331,杭州市场,杭州市,372,14,366,3.76%,95.36%,153,41.8%,4,1.08%,19.9,7.8,12.0,32.0,256,1.45,83.6,5040,1.66%,0.0,0%,242.7,1.53,0.1038,0.0656,0.0109,38,24,4,349,372,
GZ2549松岗PH,	251,深圳市场,深圳市,337,38,337,11.28%,93.77%,153,45.4%,1,0.3%,22.0,7.0,15.1,31.4,248,1.36,152.5,4830,3.16%,0.0,0%,244.4,1.38,0.0119,0.0534,0.0445,4,18,15,316,337,
GZ2808江南盛天地PH,	2270,深圳市场,南宁市,261,9,260,3.45%,92.28%,140,54.05%,3,1.15%,19.2,8.9,10.3,30.4,203,1.29,154.7,5040,3.07%,0.0,0%,175.9,1.48,0.0386,0.0579,0.0541,10,15,14,239,261,
GZ2577惠州丽日银座PH,	1332,广州市场,惠州市,169,5,169,2.96%,99.41%,117,69.23%,0,0%,17.3,5.7,11.6,25.8,136,1.24,4.2,4830,0.09%,0.0,0%,186.6,0.91,0.0000,0.0059,0.0059,0,1,1,168,169,
PSH113温州欧洲城,	1728,杭州市场,温州市,491,11,489,2.24%,93.66%,259,52.97%,0,0%,17.5,6.2,11.4,29.5,289,1.70,90.4,4830,1.87%,9.1,0.19%,257.2,1.91,0.0000,0.0695,0.0000,0,34,0,458,491,
PBJ170分钟寺,	835,北京市场,北京市,513,61,505,11.89%,95.83%,246,48.81%,3,0.58%,18.1,9.5,8.6,31.5,337,1.52,266.5,5040,5.29%,17.9,0.36%,375.2,1.37,0.0218,0.0635,0.0000,11,32,0,483,513,
GZ2521贺州PH,	405,深圳市场,贺州市,95,1,95,1.05%,90.43%,51,54.26%,1,1.05%,22.7,6.1,16.5,30.1,76,1.25,76.0,4830,1.57%,410.7,8.5%,224.5,0.42,0.0000,0.0638,0.0532,0,6,5,85,95,
PSH864义乌吾悦,	1785,杭州市场,金华市,106,0,106,0%,95.28%,78,73.58%,0,0%,18.7,7.7,11.0,25.7,88,1.20,27.3,5040,0.54%,2.9,0.06%,129.3,0.82,0.0000,0.0094,0.0000,0,1,0,101,106,
GZ2820顺德大信PH,	1459,广州市场,佛山市,319,56,315,17.55%,88.85%,118,37.58%,9,2.82%,22.2,12.4,9.7,34.3,228,1.40,191.1,4830,3.96%,8.0,0.17%,222.7,1.43,0.0223,0.0924,0.0191,7,29,6,279,318,
GZ1810东泰店PH,	1539,广州市场,东莞市,185,1,183,0.54%,98.91%,102,55.74%,2,1.08%,21.3,8.0,13.4,29.6,141,1.31,49.7,4830,1.03%,0.0,0%,155.6,1.19,0.0000,0.0437,0.0109,0,8,2,181,185,
GZ1536北海财富PH,	1602,深圳市场,北海市,292,12,291,4.11%,94.16%,120,41.24%,2,0.68%,21.5,9.5,12.1,32.7,215,1.36,264.8,4830,5.48%,52.6,1.09%,214.5,1.36,0.0137,0.0412,0.0206,4,12,6,274,292,
PSH529余姚五彩城店PH,	1029,杭州市场,宁波市,270,63,268,23.33%,96.64%,165,61.57%,0,0%,19.4,9.9,9.5,28.1,186,1.45,66.3,4830,1.37%,10.1,0.21%,223.7,1.21,0.0000,0.0075,0.0000,0,2,0,259,270,
PBJ015双榆树,	877,北京市场,北京市,287,29,279,10.1%,87.1%,118,42.29%,6,2.09%,22.0,11.5,10.5,34.1,165,1.74,276.7,5040,5.49%,30.1,0.6%,136.6,2.10,0.0036,0.0538,0.0108,1,15,3,243,286,
PSH447安吉昌硕店PH,	319,杭州市场,湖州市,199,70,198,35.18%,94.44%,114,57.58%,2,1.01%,20.1,12.1,8.0,29.3,168,1.18,147.5,5040,2.93%,30.9,0.61%,160.4,1.24,0.0101,0.0253,0.0101,2,5,2,187,198,
GZH517东峻PH,	1460,广州市场,广州市,181,26,180,14.36%,97.22%,90,50%,1,0.55%,16.4,9.7,6.7,29.5,146,1.24,158.7,4830,3.28%,8.9,0.18%,132.5,1.37,0.0278,0.0889,0.0167,5,16,3,175,183,
GZH839珠江新城PH,	206,广州市场,广州市,155,18,141,11.61%,98.58%,114,80.85%,0,0%,20.0,9.5,10.5,27.2,119,1.30,186.2,5040,3.7%,0.0,0%,84.9,1.83,0.0000,0.0638,0.0000,0,9,0,139,157,
GZH742龙城店PHHS,	2354,深圳市场,深圳市,435,17,426,3.91%,88.73%,210,49.3%,6,1.38%,18.4,8.3,10.1,32.8,308,1.41,79.5,5040,1.58%,8.9,0.18%,314.6,1.38,0.0962,0.0516,0.0610,41,22,26,378,435,
GZ1508惠州意生国际,	716,广州市场,惠州市,208,29,206,13.94%,91.75%,98,47.57%,0,0%,19.9,11.1,9.3,32.1,161,1.29,154.0,5040,3.06%,30.1,0.6%,196.8,1.06,0.0049,0.0631,0.0049,1,13,1,189,210,
GZ2505开平金侨PH,	1980,广州市场,江门市,161,18,161,11.18%,96.77%,79,50.97%,0,0%,17.4,6.8,10.6,30.8,137,1.18,108.9,4830,2.26%,0.0,0%,164.7,0.98,0.0194,0.0903,0.0194,3,14,3,150,162,
PS1727宁波钱湖店PHHS,	2482,杭州市场,宁波市,1177,185,1166,15.72%,93.12%,590,50.73%,6,0.51%,17.5,7.4,10.1,30.7,637,1.85,126.5,5040,2.51%,0.0,0%,547.3,2.15,0.0172,0.0559,0.0043,20,65,5,1083,1180,
PSH535金华万达店PH,	1904,杭州市场,金华市,242,1,239,0.41%,77.82%,94,39.33%,2,0.83%,21.3,12.2,9.2,35.8,176,1.38,459.2,5040,9.11%,60.0,1.19%,188.8,1.28,0.0084,0.0293,0.0167,2,7,4,186,242,
GZ1823万科广场店PH,	378,深圳市场,深圳市,122,1,121,0.82%,95.04%,59,48.76%,0,0%,19.9,8.8,11.2,30.7,96,1.27,37.0,4830,0.77%,10.0,0.21%,167.1,0.73,0.0000,0.0331,0.0000,0,4,0,115,123,
PSH372宁波联盛广场,	903,杭州市场,宁波市,505,44,496,8.71%,98.38%,321,64.85%,1,0.2%,16.7,6.3,10.4,27.4,334,1.51,100.6,5040,2%,0.0,0%,268.1,1.88,0.0061,0.0182,0.0182,3,9,9,487,508,
PSH039西湖时代,	1423,杭州市场,杭州市,195,49,184,25.13%,95.11%,85,46.2%,3,1.54%,22.7,10.4,12.3,30.4,131,1.49,118.3,5040,2.35%,176.0,3.49%,153.1,1.27,0.0543,0.0272,0.0000,10,5,0,175,197,
PSH865瑞安吾悦,	1878,杭州市场,温州市,492,29,491,5.89%,95.92%,205,41.84%,2,0.41%,21.0,9.1,11.9,31.6,311,1.58,113.8,4830,2.36%,0.0,0%,305.7,1.61,0.0020,0.0020,0.0061,1,1,3,470,492,
GHD001石碣PH餐厅,	2120,广州市场,东莞市,175,18,174,10.29%,100%,108,62.43%,1,0.57%,19.2,4.9,14.3,28.9,138,1.27,46.3,4620,1%,10.0,0.22%,167.1,1.05,0.0462,0.0578,0.0116,8,10,2,173,175,
PSH813温州梦多多,	1740,杭州市场,温州市,364,21,363,5.77%,93.65%,146,40.33%,2,0.55%,20.8,9.4,11.4,32.8,266,1.37,176.4,4620,3.82%,0.0,0%,258.2,1.41,0.0166,0.0691,0.0055,6,25,2,339,365,
PBJ064昌平,	1471,北京市场,北京市,881,72,874,8.17%,92.68%,282,32.27%,6,0.68%,12.7,6.6,6.1,34.9,485,1.82,192.6,5040,3.82%,45.1,0.9%,477.6,1.84,0.0023,0.0114,0.0000,2,10,0,810,891,
PBJ757清城店PHHS,	2699,北京市场,北京市,1072,37,1067,3.45%,99.15%,853,80.4%,3,0.28%,13.9,2.7,11.2,23.5,604,1.77,34.1,5040,0.68%,0.0,0%,667.8,1.61,0.0038,0.0207,0.0123,4,22,13,1052,1072,
PBJ097枫蓝国际,	984,北京市场,北京市,930,67,921,7.2%,93.38%,439,47.67%,7,0.75%,18.8,7.6,11.3,30.9,526,1.77,128.6,5040,2.55%,51.5,1.02%,375.1,2.48,0.0185,0.0402,0.0109,17,37,10,860,930,
PBJ751西二旗店PHHS,	2176,北京市场,北京市,1083,17,1071,1.57%,97%,594,55.72%,6,0.55%,11.9,4.4,7.6,29.3,616,1.76,119.8,5040,2.38%,0.0,0%,577.1,1.88,0.0000,0.0103,0.0019,0,11,2,1034,1082,
GZ1563世贸西城PH店,	1397,深圳市场,南宁市,457,64,448,14%,87.07%,130,29.48%,19,4.16%,25.7,11.3,14.4,37.2,301,1.52,206.1,4830,4.27%,0.0,0%,341.3,1.34,0.0045,0.1315,0.0091,2,58,4,384,455,
GZH802金融中心PH,	424,深圳市场,深圳市,127,0,124,0%,100%,89,71.77%,0,0%,16.3,3.9,12.4,26.1,104,1.22,0.0,4830,0%,0.0,0%,192.6,0.66,0.0000,0.0081,0.0000,0,1,0,124,127,
PBJ710九棵树,	2321,北京市场,北京市,1401,45,1396,3.21%,95.61%,860,61.83%,8,0.57%,14.9,4.0,10.9,27.8,744,1.88,163.0,5040,3.23%,0.0,0%,666.8,2.10,0.0000,0.0065,0.0115,0,9,16,1330,1400,
PBJ275东坝店PH,	928,北京市场,北京市,522,20,521,3.83%,93.67%,183,35.12%,8,1.53%,18.4,8.0,10.5,33.3,313,1.67,347.9,5040,6.9%,13.8,0.27%,261.0,2.00,0.0134,0.0537,0.0173,7,28,9,488,523,
GZ1549海丰地王广场店PH,	1482,广州市场,汕尾市,251,29,251,11.55%,90.8%,108,43.2%,2,0.8%,17.2,9.7,7.7,32.7,205,1.22,207.9,5040,4.13%,17.3,0.34%,229.5,1.09,0.0400,0.0840,0.0920,10,21,23,227,242,
GZ1512城市风景PH,	390,广州市场,东莞市,268,18,268,6.72%,95.9%,97,36.19%,1,0.37%,21.9,12.2,9.7,34.1,179,1.50,373.9,5040,7.42%,25.8,0.51%,146.7,1.83,0.0299,0.0709,0.0261,8,19,7,257,270,
PSH591嘉兴万达广场店PH,	1179,杭州市场,嘉兴市,325,88,322,27.08%,90.34%,124,38.63%,0,0%,21.7,13.5,8.2,33.9,255,1.27,160.6,4830,3.32%,10.8,0.22%,236.1,1.38,0.0031,0.0280,0.0125,1,9,4,290,325,
PBJ778望京西路店PHHS,	2388,北京市场,北京市,901,1,894,0.11%,90.72%,487,54.47%,5,0.55%,13.7,4.3,9.3,29.7,479,1.88,59.2,5040,1.18%,0.0,0%,558.4,1.61,0.0000,0.0045,0.0134,0,4,12,811,902,
GZ1558海北建设大道店PH,	801,广州市场,佛山市,352,39,352,11.08%,94.83%,188,54.02%,3,0.85%,15.7,6.3,9.4,29.4,255,1.38,92.6,5040,1.84%,0.0,0%,255.4,1.38,0.0115,0.0460,0.0115,4,16,4,330,354,
PBJ777樊家村店PHHS,	2292,北京市场,北京市,1444,44,1437,3.05%,93.36%,826,58.37%,10,0.69%,12.2,4.4,7.9,29.0,749,1.93,143.7,5040,2.85%,0.0,0%,569.5,2.54,0.0021,0.0353,0.0042,3,50,6,1321,1442,
PBJ112五棵松文体中心,	2015,北京市场,北京市,683,13,670,1.9%,92.83%,332,49.63%,5,0.73%,20.0,8.4,11.6,31.8,394,1.73,220.0,5040,4.36%,15.2,0.3%,410.7,1.66,0.0149,0.0269,0.0060,10,18,4,621,685,
PBJ763光华路店PHHS,	2703,北京市场,北京市,889,10,861,1.12%,94.3%,561,65.23%,8,0.9%,15.0,5.3,9.7,27.3,522,1.70,93.1,5040,1.85%,0.0,0%,423.0,2.10,0.0116,0.0174,0.0279,10,15,24,811,891,
GZ2595桂林叠彩万达广场-PH,	413,深圳市场,桂林市,123,17,123,13.82%,90.24%,49,39.84%,2,1.63%,19.3,8.0,11.3,32.7,101,1.22,109.9,4830,2.28%,20.1,0.42%,189.8,0.65,0.0000,0.1138,0.0488,0,14,6,111,122,
PBJ706磁器口 HS,	2144,北京市场,北京市,1535,24,1525,1.56%,98.29%,1015,66.91%,2,0.13%,11.5,2.4,9.1,26.7,760,2.02,0.0,5040,0%,0.0,0%,753.5,2.04,0.0086,0.0099,0.0053,13,15,8,1491,1532,
PSH138上虞万和,	1575,杭州市场,绍兴市,435,42,433,9.66%,96.53%,275,63.66%,2,0.46%,18.4,7.3,11.2,27.2,300,1.45,111.9,4830,2.32%,0.0,0%,266.3,1.63,0.0023,0.0440,0.0093,1,19,4,417,435,
GZ2598海棠湾君悦PH,	1982,深圳市场,三亚市,381,42,372,11.02%,98.92%,193,52.02%,0,0%,20.3,9.2,11.1,29.2,244,1.56,186.2,4830,3.86%,176.3,3.65%,397.0,0.96,0.0000,0.0566,0.0135,0,21,5,367,385,
GZH523棠下PH,	763,广州市场,广州市,203,42,200,20.69%,96.48%,123,61.81%,1,0.49%,17.5,9.9,7.7,31.5,175,1.16,92.1,5040,1.83%,10.0,0.2%,181.4,1.12,0.0151,0.0251,0.0151,3,5,3,192,203,
PSH165诸暨一百,	1749,杭州市场,绍兴市,242,12,242,4.96%,99.59%,168,69.71%,0,0%,17.5,6.0,11.5,26.0,192,1.26,35.4,4830,0.73%,0.0,0%,194.6,1.24,0.0000,0.0207,0.0000,0,5,0,240,246,
PBJ269西红门店PH,	2006,北京市场,北京市,147,39,145,26.53%,86.9%,59,40.69%,3,2.04%,21.4,13.4,8.0,33.6,122,1.20,108.1,5040,2.14%,0.0,0%,168.3,0.87,0.0000,0.0138,0.0138,0,2,2,126,147,
GZ2565天河东PH,	1457,广州市场,广州市,135,29,132,21.48%,83.33%,35,26.52%,3,2.22%,25.1,16.2,8.9,37.8,95,1.42,429.5,5040,8.52%,74.7,1.48%,84.5,1.60,0.0303,0.1364,0.0682,4,18,9,110,131,
PSH854临平银泰,	1074,杭州市场,杭州市,360,82,357,22.78%,91.88%,99,27.73%,2,0.56%,24.0,15.3,8.7,34.6,262,1.37,178.2,5040,3.54%,25.0,0.5%,228.9,1.57,0.0000,0.0112,0.0028,0,4,1,328,361,
GZ1546红城湖PH,	1481,深圳市场,海口市,429,52,426,12.12%,96.84%,117,28.4%,6,1.4%,21.5,11.7,9.9,33.6,298,1.44,81.5,4830,1.69%,47.9,0.99%,355.1,1.21,0.0000,0.1723,0.0121,0,71,5,399,432,
GZ1520常平市场路PH,	800,广州市场,东莞市,304,27,302,8.88%,81.46%,96,31.79%,5,1.64%,23.7,11.5,12.2,36.1,228,1.33,198.2,5040,3.93%,0.0,0%,254.2,1.20,0.0662,0.0497,0.0199,20,15,6,246,306,
GZH744民治店PHHS,	2318,深圳市场,深圳市,657,114,649,17.35%,92.14%,285,43.91%,6,0.91%,19.1,8.4,10.8,32.1,421,1.56,87.0,5040,1.73%,0.0,0%,373.1,1.76,0.1787,0.1310,0.0354,116,85,23,598,658,
GZ1839中兴店PH,	399,深圳市场,深圳市,407,37,403,9.09%,96.27%,224,55.72%,3,0.74%,20.0,8.0,12.0,29.7,275,1.48,248.1,4830,5.14%,0.0,0%,206.2,1.97,0.0000,0.0100,0.0124,0,4,5,387,407,
GZH512吉大PH,	565,深圳市场,珠海市,381,31,376,8.14%,92.53%,191,50.93%,2,0.52%,20.4,9.5,11.0,29.8,241,1.58,62.5,5040,1.24%,0.0,0%,344.4,1.11,0.0667,0.0747,0.0187,25,28,7,347,381,
PBJ317天宫院凯德PH,	972,北京市场,北京市,170,16,170,9.41%,97.63%,113,66.86%,2,1.18%,17.1,6.5,10.6,27.0,127,1.34,8.0,5040,0.16%,0.0,0%,161.5,1.05,0.0000,0.0355,0.0000,0,6,0,165,173,
PBJ734朝内,	2204,北京市场,北京市,1545,22,1514,1.42%,93.7%,954,63.22%,6,0.39%,12.0,3.1,8.9,27.5,782,1.98,3.2,5040,0.06%,0.0,0%,652.5,2.37,0.0027,0.0080,0.0119,4,12,18,1414,1547,
GZH749泰宁PHHS,	2468,深圳市场,深圳市,895,10,884,1.12%,98.87%,619,70.1%,2,0.22%,16.0,1.9,14.1,24.6,487,1.84,1.0,5040,0.02%,0.0,0%,565.8,1.58,0.1099,0.1586,0.0079,97,140,7,873,896,
GZH575大学城PH,	1528,广州市场,广州市,680,17,670,2.5%,89.49%,269,40.39%,6,0.88%,21.3,7.8,13.6,32.4,358,1.90,180.7,4830,3.74%,0.0,0%,391.9,1.74,0.0015,0.0360,0.0075,1,24,5,596,680,
GZ1590禾田店PH,	376,深圳市场,深圳市,152,0,152,0%,94.74%,61,40.13%,0,0%,22.0,8.0,14.0,32.0,113,1.35,7.0,4830,0.15%,0.0,0%,343.4,0.44,0.0000,0.0066,0.0197,0,1,3,144,152,
GZH524天河北万佳PH,	204,广州市场,广州市,502,43,494,8.57%,95.73%,319,64.84%,4,0.8%,21.1,9.7,11.3,27.6,319,1.57,226.1,5040,4.49%,0.0,0%,235.3,2.13,0.0528,0.0366,0.0183,26,18,9,471,501,
PBJ732花园路,	2365,北京市场,北京市,1705,127,1679,7.45%,93.41%,886,53.09%,19,1.11%,18.0,7.0,11.0,30.0,822,2.07,283.4,5040,5.62%,0.0,0%,543.7,3.14,0.0210,0.0917,0.0186,35,153,31,1559,1706,
GZ1577海雅缤纷城PH,	238,深圳市场,深圳市,298,12,290,4.03%,90%,102,35.17%,6,2.01%,21.8,10.6,11.3,33.0,192,1.55,233.5,4830,4.83%,16.8,0.35%,180.5,1.65,0.0207,0.0690,0.0000,6,20,0,261,298,
PSH812柳市现代,	1354,杭州市场,温州市,259,26,258,10.04%,98.41%,178,70.92%,2,0.77%,15.8,7.2,8.6,27.1,205,1.26,7.5,5040,0.15%,0.0,0%,225.9,1.15,0.0000,0.0279,0.0000,0,7,0,247,259,
GZ2511大芬PH,	404,深圳市场,深圳市,635,30,629,4.72%,91.89%,219,34.82%,6,0.94%,21.2,7.0,14.2,34.0,398,1.60,330.7,4830,6.85%,0.0,0%,498.5,1.27,0.0175,0.0270,0.0207,11,17,13,578,636,
GZ2811新南海中心PH,	668,深圳市场,深圳市,242,2,240,0.83%,99.17%,109,45.42%,2,0.83%,21.1,7.1,14.0,30.3,146,1.66,10.5,4830,0.22%,0.0,0%,171.6,1.41,0.0000,0.0500,0.0042,0,12,1,238,243,
GZ1812中堂店PH,	1540,广州市场,东莞市,118,8,117,6.78%,100%,79,67.52%,0,0%,17.7,10.1,7.5,26.6,96,1.23,171.6,4830,3.55%,0.0,0%,86.6,1.36,0.0000,0.0256,0.0000,0,3,0,117,118,
PBJ773高米店店PHHS,	2178,北京市场,北京市,908,21,901,2.31%,96.77%,514,57.17%,1,0.11%,10.9,2.8,8.1,28.8,528,1.72,91.3,5040,1.81%,0.0,0%,501.1,1.81,0.0000,0.0033,0.0078,0,3,7,870,909,
GZH805大梅沙,	425,深圳市场,深圳市,288,12,280,4.17%,96.39%,139,50.18%,4,1.39%,22.0,11.2,10.8,29.9,185,1.56,161.0,4830,3.33%,0.0,0%,177.9,1.62,0.0000,0.0397,0.0072,0,11,2,267,288,
GZH807书香门第,	262,深圳市场,深圳市,290,32,286,11.03%,97.55%,166,58.04%,3,1.03%,19.9,9.8,10.1,29.5,205,1.41,174.9,4830,3.62%,0.0,0%,175.2,1.65,0.0455,0.0140,0.0035,13,4,1,279,290,
BMB009清河翠微餐厅,	2397,北京市场,北京市,340,59,340,17.35%,93.53%,183,53.82%,4,1.18%,20.1,10.6,9.5,30.0,228,1.49,253.4,5033,5.03%,0.0,0%,157.4,2.16,0.0059,0.0676,0.0294,2,23,10,318,341,
GZH765西门口广场HS,	2376,广州市场,广州市,658,66,648,10.03%,92.74%,356,55.02%,6,0.91%,16.3,8.8,7.6,30.2,484,1.36,49.8,5040,0.99%,0.0,0%,425.5,1.55,0.0031,0.0139,0.0077,2,9,5,600,658,
PS1310宁波骆驼银泰,	2447,杭州市场,宁波市,195,21,195,10.77%,97.94%,114,58.76%,0,0%,19.8,12.0,7.8,28.7,146,1.34,61.4,5033,1.22%,0.0,0%,191.8,1.02,0.0412,0.0619,0.0103,8,12,2,190,193,
PBJ306后沙峪山姆PH,	2401,北京市场,北京市,533,25,530,4.69%,93.74%,301,57.12%,3,0.56%,15.1,3.7,11.4,28.3,304,1.75,69.2,5243,1.32%,1.1,0.02%,298.8,1.78,0.0019,0.0474,0.0038,1,25,2,494,534,
PBJ765亚运村店PHHS,	2705,北京市场,北京市,736,8,724,1.09%,98.89%,478,66.2%,5,0.68%,10.2,3.9,6.3,27.2,483,1.52,13.1,5040,0.26%,0.0,0%,405.6,1.81,0.0014,0.0111,0.0042,1,8,3,714,734,
PBJ776大红门店PHHS,	2226,北京市场,北京市,1146,16,1141,1.4%,97.63%,690,60.69%,8,0.7%,10.3,2.6,7.7,27.6,630,1.82,49.0,5040,0.97%,0.0,0%,631.8,1.81,0.0079,0.0193,0.0114,9,22,13,1110,1148,
PBJ725三元桥,	2203,北京市场,北京市,840,7,825,0.83%,99.03%,672,81.45%,3,0.36%,10.7,2.4,8.3,22.7,522,1.61,59.2,5040,1.17%,0.0,0%,377.1,2.23,0.0133,0.0085,0.0097,11,7,8,817,841,
GZ1822同和店PH,	377,广州市场,广州市,348,36,340,10.34%,95%,143,42.06%,1,0.29%,20.7,10.5,10.2,31.8,241,1.44,147.1,4830,3.05%,0.0,0%,240.9,1.44,0.0000,0.0029,0.0088,0,1,3,323,348,
GZH581益田假日PH,	1529,深圳市场,深圳市,334,112,332,33.53%,88.22%,117,35.35%,7,2.1%,21.5,10.3,11.3,33.9,231,1.45,254.2,6293,4.04%,12.8,0.2%,207.4,1.61,0.0302,0.1148,0.0242,10,38,8,292,334,
PBJ044广外,	845,北京市场,北京市,871,29,867,3.33%,90.05%,362,41.9%,12,1.38%,20.4,10.4,10.1,33.1,465,1.87,206.1,5040,4.09%,0.0,0%,367.4,2.37,0.0000,0.0220,0.0012,0,19,1,778,871,
PBJ762双龙店PHHS,	2387,北京市场,北京市,1355,12,1342,0.89%,96.34%,928,69.25%,3,0.22%,10.7,2.4,8.3,26.2,742,1.83,108.5,5040,2.15%,0.0,0%,632.1,2.14,0.0052,0.0090,0.0142,7,12,19,1291,1355,
PBJ027亚运村,	1470,北京市场,北京市,235,3,233,1.28%,94.42%,130,55.79%,5,2.13%,17.4,9.1,8.2,29.4,166,1.42,89.2,5040,1.77%,0.0,0%,158.6,1.48,0.0000,0.0043,0.0000,0,1,0,220,235,
GZ1580花城湾PH,	239,广州市场,广州市,176,12,174,6.82%,95.4%,61,35.06%,1,0.57%,20.7,11.3,9.5,33.6,132,1.33,252.8,5040,5.01%,38.9,0.77%,113.2,1.55,0.0115,0.0057,0.0057,2,1,1,166,176,
PSH078杭州湖墅,	1005,杭州市场,杭州市,269,26,266,9.67%,96.62%,145,54.51%,2,0.74%,19.7,9.4,10.3,29.7,191,1.41,116.8,5040,2.32%,0.0,0%,196.5,1.37,0.0038,0.0301,0.0113,1,8,3,257,269,
GZ2814柳州万象城PH,	669,深圳市场,柳州市,42,12,42,28.57%,78.57%,7,16.67%,1,2.38%,26.6,15.1,11.7,39.8,33,1.27,206.5,5033,4.1%,12.1,0.24%,82.2,0.51,0.1190,0.2857,0.1667,5,12,7,33,42,
GZH737福保店PHHS,	2155,深圳市场,深圳市,512,9,501,1.76%,98.2%,331,66.2%,0,0%,16.6,3.9,12.7,26.8,315,1.63,25.7,5040,0.51%,0.0,0%,348.5,1.47,0.0000,0.0200,0.0060,0,10,3,491,512,
PBJ764潘家园店PHHS,	2704,北京市场,北京市,1225,19,1219,1.55%,97.29%,793,65.11%,5,0.41%,15.2,2.7,12.6,26.5,651,1.88,30.4,5040,0.6%,0.0,0%,679.5,1.80,0.0066,0.0090,0.0033,8,11,4,1185,1226,
PBJ169良乡,	284,北京市场,北京市,189,32,189,16.93%,90.81%,93,50.27%,3,1.59%,17.9,9.7,8.2,31.5,140,1.35,174.2,5040,3.46%,0.0,0%,153.4,1.23,0.0703,0.0811,0.0216,13,15,4,168,190,
GZ1564新闻路PH店,	1398,深圳市场,深圳市,177,4,172,2.26%,97.09%,97,56.4%,3,1.69%,19.0,7.5,11.6,28.9,129,1.37,63.6,4830,1.32%,0.0,0%,192.4,0.92,0.0116,0.0349,0.0058,2,6,1,167,181,
GZ1830大同店PH,	1541,深圳市场,海口市,88,5,88,5.68%,94.32%,52,59.09%,2,2.27%,19.4,7.8,11.6,29.9,70,1.26,98.0,4830,2.03%,0.0,0%,103.7,0.85,0.0227,0.0455,0.0227,2,4,2,83,88,
PSH790杭州信义坊店HS,	2260,杭州市场,杭州市,602,24,600,3.99%,93.32%,451,75.29%,5,0.83%,14.3,3.5,10.8,25.6,398,1.51,41.0,5040,0.81%,0.0,0%,380.5,1.58,0.0000,0.0083,0.0083,0,5,5,559,603,
GZH579天汇城PH,	261,广州市场,广州市,282,39,279,13.83%,90.32%,106,37.99%,2,0.71%,21.0,13.7,7.3,32.9,211,1.34,56.1,5040,1.11%,15.7,0.31%,188.9,1.49,0.0287,0.0394,0.0179,8,11,5,252,283,
GZ2819星光PH,	2132,深圳市场,深圳市,82,12,82,14.63%,87.5%,25,31.25%,2,2.44%,22.3,12.7,9.7,33.8,63,1.30,113.7,5033,2.26%,0.0,0%,86.8,0.95,0.0000,0.0875,0.0250,0,7,2,70,81,
BMB001甜水园餐厅,	1667,北京市场,北京市,521,69,517,13.24%,96.32%,345,66.73%,5,0.96%,16.3,5.5,10.8,26.6,349,1.49,106.5,5040,2.11%,0.0,0%,281.5,1.85,0.0000,0.0174,0.0039,0,9,2,498,522,
