餐厅名称,餐厅ID,市场,城市,订单TC,人工干预TC,去除大单TC,人工干预TC占比,准点率,30分钟内送达TC,30分钟送达TC占比,投诉TC,投诉TC占比,平均离店时间,等待骑手时间,等待餐点时间,订单平均完成时间,趟次,并单率,延时时间,宅急送营业时间,延时占营业时间,停单时间,停单占营业时间,骑手实际工作时间,CPH,到店违规占比,妥投违规占比,离店违规占比,到店违规TC,妥投违规TC,离店违规TC,准时TC,计费TC,
GZ1581如意路PH,	630,广州市场,广州市,406,30,402,7.39%,95.5%,225,56.25%,1,0.25%,17.4,7.3,10.3,29.5,281,1.44,37.2,5040,0.74%,0.0,0%,280.3,1.45,0.0025,0.0625,0.0075,1,25,3,382,405,
GZ2526中环东路PH,	1488,广州市场,广州市,754,10,745,1.33%,97.29%,539,73.13%,0,0%,17.8,6.0,11.8,24.7,409,1.84,7.9,4830,0.16%,0.0,0%,441.4,1.71,0.0000,0.0122,0.0041,0,9,3,717,759,
PSH454嵊州鹿山广场店PH,	1058,杭州市场,绍兴市,328,18,328,5.49%,98.47%,136,41.59%,1,0.3%,19.7,7.0,12.8,30.8,241,1.36,82.6,4830,1.71%,0.0,0%,270.9,1.21,0.0122,0.1346,0.0306,4,44,10,322,324,
PSH848浦江人民广场,	909,杭州市场,金华市,125,38,125,30.4%,94.4%,68,54.4%,0,0%,19.8,11.8,8.0,29.6,104,1.20,46.2,4620,1%,8.2,0.18%,164.4,0.76,0.0000,0.0160,0.0000,0,2,0,118,126,
GZH828年年丰PH,	429,深圳市场,钦州市,180,14,180,7.78%,87.71%,84,46.93%,0,0%,21.0,9.6,11.4,31.0,143,1.26,115.5,4830,2.39%,0.0,0%,163.0,1.10,0.0168,0.0112,0.0112,3,2,2,157,182,
GZH571广花PH,	1545,广州市场,广州市,86,2,85,2.33%,96.47%,35,41.18%,1,1.16%,20.1,9.8,10.3,30.9,69,1.25,117.1,5040,2.32%,39.1,0.78%,80.2,1.07,0.0235,0.0471,0.0235,2,4,2,82,86,
GZH801金鸡,	807,深圳市场,深圳市,299,26,298,8.7%,97.99%,167,56.04%,1,0.33%,15.1,6.0,9.1,29.0,210,1.42,54.6,4830,1.13%,20.0,0.41%,229.4,1.30,0.0101,0.0336,0.0336,3,10,10,292,299,
GZ2530开城天虹PH,	1813,广州市场,惠州市,162,19,161,11.73%,89.31%,57,35.85%,1,0.62%,21.7,10.8,10.9,33.1,125,1.30,164.8,5040,3.27%,39.2,0.78%,144.4,1.12,0.0126,0.0314,0.0314,2,5,5,142,163,
PBJ769鲁谷路店PHHS,	2709,北京市场,北京市,919,15,915,1.63%,91.84%,495,54.58%,9,0.98%,17.3,5.1,12.1,30.0,494,1.86,107.3,5040,2.13%,60.1,1.19%,488.1,1.88,0.0011,0.0187,0.0077,1,17,7,833,919,
GZ1543百花路PH,	732,广州市场,广州市,410,17,406,4.15%,99%,231,57.75%,0,0%,18.5,8.7,9.8,29.3,281,1.46,220.9,5040,4.38%,1.0,0.02%,260.6,1.57,0.0000,0.0675,0.0075,0,27,3,396,410,
PSH491杭州建德盛德店PH,	1012,杭州市场,杭州市,274,7,273,2.55%,92.31%,191,69.96%,2,0.73%,14.2,5.5,8.7,27.0,205,1.34,84.2,5040,1.67%,8.0,0.16%,213.3,1.28,0.0000,0.0147,0.0073,0,4,2,252,274,
PSH831滨江龙湖,	1276,杭州市场,杭州市,609,111,596,18.23%,95.96%,190,31.99%,3,0.49%,21.4,12.7,8.7,33.5,378,1.61,162.8,5040,3.23%,0.0,0%,355.1,1.72,0.0067,0.0253,0.0017,4,15,1,570,609,
PSH256玉环杭大,	841,杭州市场,台州市,134,16,134,11.94%,88.72%,76,57.14%,1,0.75%,22.9,13.1,9.9,30.6,106,1.26,102.6,4830,2.12%,9.9,0.21%,121.3,1.10,0.0000,0.0602,0.0000,0,8,0,118,133,
GZ2563港口大道PH,	411,广州市场,广州市,313,17,312,5.43%,93.55%,191,61.61%,1,0.32%,18.7,7.5,11.2,28.0,236,1.33,108.0,4935,2.19%,0.0,0%,275.3,1.14,0.0484,0.0613,0.0226,15,19,7,290,317,
PBJ070慧新东桥,	675,北京市场,北京市,575,21,569,3.65%,98.42%,279,49.12%,2,0.35%,14.9,7.8,7.1,30.0,350,1.64,80.9,5040,1.61%,6.0,0.12%,272.0,2.11,0.0018,0.0810,0.0123,1,46,7,559,575,
PBJ074回龙观,	1660,北京市场,北京市,589,13,584,2.21%,97.93%,294,50.6%,9,1.53%,20.1,8.1,12.1,29.8,337,1.75,84.9,5040,1.68%,0.0,0%,317.3,1.86,0.0207,0.2169,0.0069,12,126,4,569,588,
PBJ203知春路新,	893,北京市场,北京市,511,8,502,1.57%,100%,408,81.27%,1,0.2%,16.4,5.1,11.3,23.0,332,1.54,1.1,5040,0.02%,0.0,0%,265.4,1.93,0.0000,0.0120,0.0080,0,6,4,502,512,
GZ1837兴业店PH,	245,深圳市场,深圳市,421,5,421,1.19%,98.33%,253,60.38%,6,1.43%,18.2,6.2,12.0,28.1,268,1.57,71.1,4830,1.47%,28.9,0.6%,227.3,1.85,0.0000,0.0191,0.0024,0,8,1,412,419,
PBJ012国展,	1361,北京市场,北京市,387,44,384,11.37%,91.93%,172,44.79%,5,1.29%,20.1,9.2,10.9,31.9,239,1.62,169.7,4620,3.67%,140.9,3.05%,222.8,1.74,0.0052,0.0443,0.0052,2,17,2,353,387,
GZ2599三亚阳光PH,	1544,深圳市场,三亚市,230,23,230,10%,94.78%,102,44.35%,2,0.87%,23.4,11.7,11.8,32.5,147,1.56,704.1,4620,15.24%,229.8,4.97%,198.0,1.16,0.0348,0.0304,0.0565,8,7,13,218,231,
PBJ078马家堡,	1242,北京市场,北京市,637,7,628,1.1%,94.1%,332,52.95%,8,1.26%,15.3,7.7,7.6,30.0,344,1.85,117.8,4830,2.44%,0.0,0%,282.6,2.25,0.0016,0.0064,0.0000,1,4,0,590,637,
PSH521宁波奥莱店PH,	1757,杭州市场,宁波市,362,27,357,7.46%,98.04%,242,67.79%,3,0.83%,16.4,6.7,9.7,26.3,246,1.47,85.8,5040,1.7%,7.1,0.14%,192.2,1.88,0.0000,0.0532,0.0000,0,19,0,350,358,
PSH274温州龙湾万达,	1734,杭州市场,温州市,340,19,333,5.59%,97.6%,213,63.96%,3,0.88%,17.2,7.8,9.4,27.7,244,1.39,83.8,5005,1.67%,1.6,0.03%,215.6,1.58,0.0000,0.0060,0.0030,0,2,1,325,341,
GZ2544南沙万达PH,	1814,广州市场,广州市,335,23,329,6.87%,88.45%,136,41.34%,3,0.9%,21.8,10.8,11.1,34.0,231,1.45,354.6,5040,7.04%,400.3,7.94%,188.4,1.78,0.0030,0.0517,0.0486,1,17,16,291,336,
GZ2547石龙金沙湾PH,	579,广州市场,东莞市,99,0,96,0%,97.92%,66,68.75%,0,0%,18.2,2.1,16.1,27.0,84,1.18,50.8,4620,1.1%,1.1,0.02%,144.7,0.68,0.0104,0.0208,0.0000,1,2,0,94,99,
GZH525梅林PH,	722,深圳市场,深圳市,215,20,214,9.3%,95.79%,84,39.25%,2,0.93%,18.5,13.1,5.4,32.3,168,1.28,98.2,4830,2.03%,0.0,0%,170.1,1.26,0.0374,0.0935,0.0234,8,20,5,205,217,
PSH501余杭临平莱蒙店PH,	1975,杭州市场,杭州市,101,56,101,55.45%,85.15%,26,25.74%,1,0.99%,22.7,13.4,9.9,35.2,76,1.33,111.6,5040,2.21%,0.0,0%,141.1,0.72,0.0000,0.1188,0.0594,0,12,6,86,99,
PS1787宁波文教路店PHHS,	2349,杭州市场,宁波市,682,76,679,11.14%,97.63%,367,54.29%,4,0.59%,17.2,6.5,10.7,29.3,395,1.73,71.5,5040,1.42%,0.0,0%,373.9,1.82,0.0222,0.1065,0.0059,15,72,4,660,684,
GZH803富华,	1592,广州市场,广州市,289,46,286,15.92%,86.27%,131,46.13%,1,0.35%,20.1,12.3,8.2,32.7,228,1.27,171.3,4830,3.55%,15.1,0.31%,216.8,1.33,0.0458,0.0423,0.0528,13,12,15,245,288,
GZH561虎门文化广场店PH,	418,广州市场,东莞市,318,26,316,8.18%,94.62%,177,56.01%,1,0.31%,20.3,8.2,12.1,30.0,248,1.28,107.0,5040,2.12%,0.0,0%,235.5,1.35,0.0000,0.0253,0.0158,0,8,5,299,314,
GZ2801海雅PH,	1298,深圳市场,深圳市,232,16,225,6.9%,97.78%,135,60%,2,0.86%,22.2,9.9,12.3,29.3,172,1.35,207.8,4620,4.5%,2.1,0.05%,273.3,0.85,0.0356,0.0089,0.0089,8,2,2,220,233,
PBJ768亦庄店PHHS,	2708,北京市场,北京市,886,91,874,10.27%,98.27%,552,63.52%,4,0.45%,12.3,3.9,8.4,27.4,602,1.47,15.9,5040,0.32%,0.0,0%,589.3,1.50,0.0000,0.0288,0.0127,0,25,11,854,886,
PBJ068宣武门,	280,北京市场,北京市,863,51,858,5.91%,94.96%,522,61.2%,11,1.27%,17.0,7.8,9.2,28.3,484,1.78,202.8,5040,4.02%,0.0,0%,373.7,2.31,0.0012,0.0281,0.0070,1,24,6,810,864,
PSH778杭州望江,	2297,杭州市场,杭州市,1041,59,1026,5.67%,96.49%,526,51.27%,5,0.48%,19.2,8.5,10.6,30.4,556,1.87,171.4,5040,3.4%,0.0,0%,499.5,2.08,0.0000,0.0117,0.0068,0,12,7,990,1043,
PSH047杭州解百,	303,杭州市场,杭州市,257,22,254,8.56%,98.42%,164,64.82%,0,0%,17.0,7.0,9.9,27.9,165,1.56,105.8,5040,2.1%,121.3,2.41%,154.3,1.67,0.0000,0.0198,0.0000,0,5,0,249,257,
PSH496衢州国金店PH,	1791,杭州市场,衢州市,187,13,187,6.95%,90.91%,71,37.97%,1,0.53%,21.2,10.8,10.4,33.4,118,1.58,208.5,4830,4.32%,8.0,0.17%,139.9,1.34,0.0107,0.0214,0.0053,2,4,1,170,187,
GZH726梅林PHHS,	2184,深圳市场,深圳市,407,9,402,2.21%,94.53%,369,91.79%,1,0.25%,14.7,3.3,11.4,23.4,257,1.58,13.6,5040,0.27%,0.7,0.01%,210.1,1.94,0.2040,0.0597,0.0796,82,24,32,380,407,
GZH586御景东方,	806,深圳市场,深圳市,278,30,270,10.79%,97.04%,158,58.52%,0,0%,17.2,9.8,7.4,29.4,210,1.32,20.9,4830,0.43%,0.0,0%,237.8,1.17,0.0556,0.0630,0.0259,15,17,7,262,278,
PBJ709蒲芳路HS,	2275,北京市场,北京市,880,18,872,2.05%,95.86%,544,62.53%,6,0.68%,12.0,2.6,9.3,28.1,511,1.72,75.8,5005,1.51%,0.0,0%,485.9,1.81,0.0092,0.0103,0.0069,8,9,6,834,880,
GZ1523农林下路PH,	628,广州市场,广州市,80,5,80,6.25%,92.5%,39,48.75%,0,0%,21.2,11.2,10.0,31.2,58,1.38,99.1,4830,2.05%,0.0,0%,83.9,0.95,0.0000,0.0125,0.0000,0,1,0,74,81,
PSH516柯桥聚银店PH,	871,杭州市场,绍兴市,335,39,331,11.64%,98.49%,145,43.81%,4,1.19%,20.6,7.3,13.3,31.1,223,1.50,60.3,4830,1.25%,0.0,0%,250.3,1.34,0.0000,0.0846,0.0060,0,28,2,326,335,
PBJ219天通中苑,	1723,北京市场,北京市,712,14,710,1.97%,97.03%,429,60.68%,7,0.98%,17.6,5.7,11.9,28.0,396,1.80,50.5,5040,1%,0.0,0%,552.1,1.29,0.0099,0.0467,0.0212,7,33,15,686,712,
GZ2523四海PH,	733,深圳市场,深圳市,288,23,283,7.99%,99.65%,141,49.82%,2,0.69%,19.9,9.6,10.3,30.3,213,1.35,52.2,4830,1.08%,0.0,0%,208.4,1.38,0.0671,0.0954,0.0177,19,27,5,282,289,
PBJ030城乡,	1417,北京市场,北京市,914,45,903,4.92%,98.09%,570,64.04%,7,0.77%,16.7,4.5,12.2,26.8,490,1.87,90.9,4830,1.88%,0.0,0%,459.0,1.99,0.0517,0.0764,0.0056,46,68,5,873,920,
GZH832名扬国际,	1465,广州市场,阳江市,121,6,121,4.96%,92.56%,60,49.59%,0,0%,19.2,8.2,11.0,30.4,99,1.22,24.7,4830,0.51%,2.1,0.04%,200.0,0.61,0.0331,0.0413,0.0496,4,5,6,112,121,
PSH474余杭江南时代店PH,	223,杭州市场,杭州市,458,102,457,22.27%,95.84%,229,50.11%,7,1.53%,18.4,10.8,7.7,29.6,349,1.31,85.9,5040,1.71%,28.0,0.56%,320.7,1.43,0.0438,0.0766,0.0788,20,35,36,438,454,
GZH572佳润PH,	384,广州市场,广州市,429,48,424,11.19%,96.7%,199,46.93%,2,0.47%,19.4,10.7,8.7,31.3,297,1.44,82.5,5040,1.64%,58.2,1.16%,246.6,1.74,0.0401,0.0590,0.0425,17,25,18,410,430,
GZH767新香洲PHHS,	2326,深圳市场,珠海市,575,127,568,22.09%,97.35%,310,54.87%,6,1.04%,17.3,8.3,9.0,29.2,398,1.44,84.7,5040,1.68%,11.1,0.22%,354.8,1.62,0.0142,0.0973,0.0248,8,55,14,550,577,
GZ2538恩平PH,	1952,广州市场,江门市,124,5,123,4.03%,97.56%,63,51.22%,0,0%,19.9,8.3,11.6,29.8,111,1.12,257.0,4830,5.32%,26.8,0.55%,131.8,0.94,0.0000,0.0325,0.0000,0,4,0,120,122,
GZH759祈福半山会所PHHS,	2451,广州市场,广州市,302,11,301,3.64%,96.35%,175,58.14%,0,0%,18.9,6.1,12.8,29.4,179,1.69,340.4,5040,6.75%,0.0,0%,184.6,1.64,0.0199,0.1063,0.0000,6,32,0,290,302,
GZ1835南海万达店PH,	1672,广州市场,佛山市,219,46,216,21%,92.59%,82,37.96%,2,0.91%,15.6,8.5,7.2,32.1,170,1.29,107.5,5005,2.15%,0.0,0%,174.0,1.26,0.0046,0.2361,0.0324,1,51,7,200,219,
GZH755金谷PHHS,	2286,广州市场,广州市,462,64,456,13.85%,96.92%,255,56.04%,0,0%,18.1,7.7,10.4,29.8,330,1.40,92.4,5040,1.83%,0.0,0%,311.9,1.48,0.0066,0.0286,0.0198,3,13,9,441,464,
PS1738杭州香积寺路店PHHS,	2476,杭州市场,杭州市,966,29,961,3%,94.59%,560,58.27%,4,0.41%,18.1,5.5,12.6,29.0,555,1.74,56.8,5040,1.13%,0.0,0%,578.3,1.67,0.0000,0.0083,0.0302,0,8,29,909,967,
PBJ293百子湾店PH,	2663,北京市场,北京市,321,32,316,9.97%,93.99%,149,47.15%,3,0.93%,20.2,9.7,10.6,31.4,224,1.43,122.5,5033,2.43%,17.5,0.35%,189.8,1.69,0.0063,0.0032,0.0063,2,1,2,297,321,
GZ1846江门万达店PH,	1607,广州市场,江门市,108,12,107,11.11%,94.39%,78,72.9%,1,0.93%,13.4,6.0,7.4,26.1,101,1.07,34.5,4830,0.71%,0.0,0%,150.5,0.72,0.0187,0.0561,0.0187,2,6,2,101,108,
GZ2590远大PH,	698,广州市场,东莞市,143,25,142,17.48%,87.32%,36,25.35%,0,0%,19.0,11.6,7.5,36.5,124,1.15,237.5,4830,4.92%,21.2,0.44%,150.0,0.95,0.0211,0.0634,0.0141,3,9,2,124,143,
PSH563下沙宝龙店PH,	2057,杭州市场,杭州市,809,39,803,4.82%,95.08%,331,41.74%,4,0.49%,23.3,8.8,14.5,32.3,414,1.95,328.6,4830,6.8%,0.0,0%,374.7,2.16,0.0025,0.0391,0.0126,2,31,10,754,815,
PBJ013方庄,	1683,北京市场,北京市,423,6,419,1.42%,94.51%,253,60.38%,3,0.71%,18.8,7.1,11.6,28.8,254,1.67,108.7,4830,2.25%,8.0,0.17%,226.5,1.87,0.0000,0.0143,0.0072,0,6,3,396,424,
NLY001宁波石碶,	2720,杭州市场,宁波市,329,152,328,46.2%,79.51%,100,30.58%,10,3.04%,21.6,13.6,8.4,36.0,226,1.46,201.7,5033,4.01%,41.1,0.82%,211.4,1.56,0.0000,0.1346,0.0000,0,44,0,260,309,
PSH876黄岩吾悦,	1277,杭州市场,台州市,217,6,217,2.76%,98.14%,74,34.42%,1,0.46%,16.2,5.4,10.9,32.4,175,1.24,0.0,4830,0%,0.0,0%,342.9,0.63,0.1070,0.2093,0.0977,23,45,21,211,220,
GYY005东方广场,	2683,广州市场,佛山市,200,25,199,12.5%,96.98%,96,48.24%,0,0%,21.2,9.8,11.4,31.2,149,1.34,198.9,5033,3.95%,57.0,1.13%,150.0,1.33,0.0905,0.1809,0.0151,18,36,3,193,199,
PBJ061大兴,	1684,北京市场,北京市,420,41,418,9.76%,94.24%,218,52.28%,4,0.95%,21.4,11.3,10.1,31.3,280,1.50,468.6,4830,9.7%,8.8,0.18%,180.7,2.32,0.0000,0.0144,0.0000,0,6,0,393,422,
PSH847佛堂宝龙,	1581,杭州市场,金华市,180,2,180,1.11%,97.22%,134,74.44%,0,0%,16.3,6.5,9.9,25.7,143,1.26,204.7,4830,4.24%,25.8,0.53%,122.0,1.48,0.0056,0.0833,0.0278,1,15,5,175,180,
PSH553瑞安新玉海店PH,	872,杭州市场,温州市,269,18,268,6.69%,95.11%,136,51.13%,2,0.74%,20.3,9.4,10.9,30.5,208,1.29,96.4,4830,2%,8.9,0.18%,195.0,1.38,0.0000,0.0376,0.0000,0,10,0,253,270,
PSH190杭州万象,	900,杭州市场,杭州市,106,31,106,29.25%,100%,70,66.04%,1,0.94%,17.1,7.0,10.1,26.8,87,1.22,1.3,4830,0.03%,0.0,0%,148.3,0.71,0.0000,0.0094,0.0000,0,1,0,106,106,
PSH829西溪欢乐城,	327,杭州市场,杭州市,398,51,394,12.81%,92.64%,191,48.48%,3,0.75%,22.0,10.6,11.4,31.1,273,1.46,61.6,4830,1.28%,0.0,0%,281.1,1.42,0.0000,0.0178,0.0127,0,7,5,365,398,
GZ2584日月广场-PH,	734,深圳市场,海口市,156,18,155,11.54%,95.48%,62,40%,1,0.64%,20.3,7.8,12.5,32.4,120,1.30,135.4,6293,2.15%,0.0,0%,138.1,1.13,0.0129,0.0710,0.0129,2,11,2,148,157,
GZH740赤岗北店PHHS,	2253,广州市场,广州市,550,95,544,17.27%,90.93%,274,50.74%,2,0.36%,17.6,8.9,8.7,30.9,407,1.35,150.1,5040,2.98%,1.2,0.02%,392.6,1.40,0.0556,0.0685,0.0167,30,37,9,491,551,
PBJ712富丰路,	2150,北京市场,北京市,971,9,962,0.93%,98.43%,733,76.51%,0,0%,11.5,1.0,10.5,24.2,607,1.60,2.0,5040,0.04%,0.0,0%,666.1,1.46,0.0073,0.0334,0.0073,7,32,7,943,971,
GZ2554沙溪PH,	1953,广州市场,中山市,299,19,296,6.35%,94.26%,121,40.88%,3,1%,16.3,5.6,10.7,32.0,237,1.26,83.8,4830,1.74%,0.0,0%,243.6,1.23,0.0000,0.0574,0.0034,0,17,1,279,299,
GZ2591北海万达PH,	1590,深圳市场,北海市,202,6,201,2.97%,96.52%,122,60.7%,0,0%,18.3,8.2,10.1,28.3,158,1.28,124.4,5040,2.47%,0.0,0%,172.7,1.17,0.0050,0.0149,0.0796,1,3,16,194,202,
PBJ724安外大街,	2347,北京市场,北京市,1935,18,1914,0.93%,97.33%,1262,66.18%,6,0.31%,15.0,2.5,12.5,27.0,887,2.18,0.0,5040,0%,0.0,0%,968.5,2.00,0.0016,0.0136,0.0136,3,26,26,1856,1934,
PSH519义乌福田店PH,	1348,杭州市场,金华市,505,2,498,0.4%,87.95%,242,48.59%,2,0.4%,21.9,7.5,14.4,32.2,300,1.68,397.0,5040,7.88%,2.9,0.06%,299.9,1.68,0.0040,0.0482,0.0060,2,24,3,438,506,
PSH457杭州乔司博货店PH,	1755,杭州市场,杭州市,400,120,399,30%,83.42%,110,27.64%,6,1.5%,24.4,12.9,11.6,38.0,268,1.49,371.1,4620,8.03%,28.0,0.61%,235.1,1.70,0.0000,0.0201,0.0226,0,8,9,332,400,
PBJ310石门PH,	789,北京市场,北京市,228,6,228,2.63%,94.3%,126,55.26%,1,0.44%,14.6,8.4,6.2,29.8,185,1.23,43.9,4620,0.95%,0.0,0%,205.9,1.11,0.0000,0.0132,0.0088,0,3,2,215,229,
PSH144嘉兴南湖欧尚,	932,杭州市场,嘉兴市,79,27,78,34.18%,100%,28,35.9%,0,0%,22.2,11.2,11.2,31.9,64,1.23,0.8,4830,0.02%,0.0,0%,170.4,0.46,0.0000,0.1410,0.0000,0,11,0,78,79,
PBJ308马坡PH,	955,北京市场,北京市,657,11,654,1.67%,99.85%,465,71.21%,2,0.3%,13.2,6.6,6.7,25.9,393,1.67,59.7,4830,1.24%,0.0,0%,264.8,2.48,0.0061,0.0429,0.0000,4,28,0,652,658,
PS1776杭州五洲国际店PHHS,	2182,杭州市场,杭州市,1497,127,1481,8.48%,93.18%,687,46.39%,15,1%,18.9,8.1,10.8,31.6,744,2.01,271.6,5040,5.39%,0.0,0%,552.8,2.71,0.0095,0.0236,0.0169,14,35,25,1380,1498,
GZ2561华南城PH,	410,深圳市场,深圳市,226,26,223,11.5%,92.79%,114,51.35%,2,0.88%,19.4,11.3,8.2,31.0,170,1.33,135.7,4830,2.81%,0.0,0%,162.2,1.39,0.0000,0.0586,0.0045,0,13,1,206,221,
GZ1599清塘大道店PH,	697,广州市场,肇庆市,172,21,171,12.21%,92.94%,105,61.76%,1,0.58%,17.9,7.9,10.0,28.8,139,1.24,147.6,4410,3.35%,0.0,0%,152.0,1.13,0.0059,0.0059,0.0059,1,1,1,158,173,
PSH243平湖解放路,	840,杭州市场,嘉兴市,718,19,715,2.65%,94.54%,289,40.48%,2,0.28%,21.1,7.7,13.3,32.5,426,1.69,191.9,4830,3.97%,0.0,0%,451.5,1.59,0.0056,0.0182,0.0042,4,13,3,675,718,
GZ2551海口观澜湖PH,	580,深圳市场,海口市,77,0,75,0%,98.67%,74,98.67%,1,1.3%,16.7,4.5,12.2,23.3,67,1.15,0.0,4403,0%,190.1,4.32%,363.3,0.21,0.0000,0.0000,0.0267,0,0,2,74,77,
PSH396温岭锦屏新天地店PH,	978,杭州市场,台州市,348,13,345,3.74%,83.77%,149,43.19%,4,1.15%,22.5,11.0,11.6,32.2,228,1.53,268.1,4830,5.55%,0.0,0%,208.9,1.67,0.0174,0.0638,0.0058,6,22,2,289,348,
GZ2574宏明PH,	651,广州市场,广州市,151,2,151,1.32%,95.36%,78,51.66%,0,0%,16.7,6.8,9.9,30.5,124,1.22,16.8,4830,0.35%,8.8,0.18%,192.0,0.79,0.0000,0.0000,0.0132,0,0,2,144,152,
PBJ243双桥,	1964,北京市场,北京市,588,65,584,11.05%,92.47%,309,52.91%,7,1.19%,18.3,9.2,9.2,30.9,371,1.58,212.9,5040,4.22%,144.9,2.88%,349.5,1.68,0.0017,0.0188,0.0034,1,11,2,540,590,
YLC003广州名盛餐厅,	1194,广州市场,广州市,220,66,207,30%,99.52%,80,38.65%,3,1.36%,24.3,11.9,12.5,32.3,170,1.29,197.1,5033,3.92%,0.0,0%,158.2,1.39,0.0628,0.1304,0.1159,13,27,24,206,220,
PSH397诸暨永利店PH,	1721,杭州市场,绍兴市,193,14,191,7.25%,97.91%,126,65.97%,0,0%,18.6,7.2,11.4,27.5,153,1.26,122.1,4830,2.53%,10.0,0.21%,172.8,1.12,0.0052,0.0524,0.0262,1,10,5,187,193,
PBJ770顺义店PHHS,	2474,北京市场,北京市,1419,7,1415,0.49%,96.53%,772,54.64%,4,0.28%,17.2,4.9,12.3,29.6,667,2.13,207.5,5040,4.12%,3.1,0.06%,613.2,2.31,0.0354,0.0340,0.0042,50,48,6,1364,1419,
PBJ260龙湖长楹天街店PH,	1893,北京市场,北京市,412,51,412,12.38%,99.76%,247,59.95%,1,0.24%,15.6,6.4,9.2,28.5,297,1.39,65.1,5040,1.29%,0.0,0%,302.1,1.36,0.0049,0.0049,0.0024,2,2,1,411,415,
PSH422江山东方时代店PH,	943,杭州市场,衢州市,177,17,176,9.6%,90.34%,96,54.55%,1,0.56%,21.9,8.7,13.2,30.5,145,1.22,133.8,4830,2.77%,16.0,0.33%,157.7,1.12,0.0114,0.0398,0.0227,2,7,4,159,177,
PS1770杭州厚仁路店PHHS,	2324,杭州市场,杭州市,766,85,763,11.1%,96.98%,449,58.92%,3,0.39%,18.2,5.1,13.1,28.3,465,1.65,17.7,5040,0.35%,0.0,0%,439.3,1.74,0.0210,0.0577,0.0276,16,44,21,739,766,
GZ1509美景PH,	559,广州市场,东莞市,222,8,221,3.6%,98.18%,136,61.82%,0,0%,14.8,7.4,7.4,28.1,175,1.27,212.6,5040,4.22%,0.0,0%,158.8,1.40,0.0000,0.0409,0.0227,0,9,5,216,222,
GZ2578汇星PH,	817,广州市场,东莞市,110,13,110,11.82%,89.09%,36,32.73%,0,0%,22.6,11.7,11.0,34.3,83,1.33,342.2,4830,7.08%,16.1,0.33%,87.0,1.26,0.0091,0.0091,0.0273,1,1,3,98,110,
PS1734嘉兴昌盛中路店PHHS,	2453,杭州市场,嘉兴市,556,49,554,8.81%,98.19%,302,54.61%,0,0%,13.5,5.3,8.2,29.3,362,1.54,10.4,5040,0.21%,0.0,0%,326.0,1.71,0.0108,0.0524,0.0090,6,29,5,543,556,
GZH592中六乐购PH,	700,广州市场,广州市,125,3,122,2.4%,97.54%,81,66.39%,1,0.8%,16.8,7.1,9.7,27.7,105,1.19,153.5,4830,3.18%,0.0,0%,119.9,1.04,0.0246,0.0410,0.0082,3,5,1,119,125,
PSH375杭州西溪印象城,	316,杭州市场,杭州市,463,9,461,1.94%,97.18%,185,40.13%,3,0.65%,19.0,7.0,12.0,31.9,287,1.61,20.9,5040,0.42%,0.0,0%,326.5,1.42,0.0043,0.0412,0.0412,2,19,19,448,467,
GZ1567海珠新都荟PH,	1431,广州市场,广州市,375,48,374,12.8%,94.91%,197,52.82%,1,0.27%,19.1,8.9,10.3,29.6,263,1.43,153.1,4830,3.17%,2.0,0.04%,228.7,1.64,0.0885,0.0509,0.0590,33,19,22,354,373,
GZH766留仙洞PHHS,	2242,深圳市场,深圳市,713,320,702,44.88%,75.29%,192,27.59%,20,2.81%,23.4,13.7,10.1,41.0,398,1.79,626.7,5040,12.44%,10.5,0.21%,330.7,2.16,0.1034,0.1882,0.0718,72,131,50,524,713,
PBJ304密云滨河路PH,	883,北京市场,北京市,205,30,203,14.63%,92.61%,102,50.25%,3,1.46%,14.3,5.2,9.1,29.8,143,1.43,30.0,4620,0.65%,0.0,0%,174.2,1.18,0.0000,0.0690,0.0197,0,14,4,188,205,
GZH821梅江PH,	1463,广州市场,梅州市,168,9,168,5.36%,90.42%,71,42.51%,3,1.79%,20.1,4.1,16.0,32.4,125,1.34,74.7,4830,1.55%,4.0,0.08%,172.7,0.97,0.0599,0.0539,0.0120,10,9,2,151,168,
PBJ211八大处路,	1569,北京市场,北京市,387,1,382,0.26%,95.29%,212,55.5%,3,0.78%,20.0,8.8,11.2,30.1,245,1.58,219.4,4760,4.61%,38.8,0.82%,256.0,1.51,0.0000,0.0366,0.0183,0,14,7,364,388,
GZH574花都百业广场店PH,	419,广州市场,广州市,217,16,216,7.37%,90.19%,100,46.73%,1,0.46%,21.1,6.5,14.6,31.2,155,1.40,101.6,4830,2.1%,29.5,0.61%,184.3,1.18,0.1075,0.0234,0.1121,23,5,24,193,217,
PSH728杭州文晖,	2221,杭州市场,杭州市,864,2,857,0.23%,92.52%,775,90.54%,4,0.46%,17.6,4.8,12.8,23.0,479,1.80,11.9,5040,0.24%,0.0,0%,501.6,1.72,0.0023,0.0129,0.0093,2,11,8,792,866,
GZ1805步行街店PH,	1605,深圳市场,三亚市,158,12,158,7.59%,100%,85,54.14%,1,0.63%,16.9,6.1,10.8,29.2,130,1.22,33.4,4830,0.69%,192.4,3.98%,186.4,0.85,0.0064,0.0573,0.0191,1,9,3,157,157,
